months_as_customer,age,policy_deductable,umbrella_limit,insured_sex,insured_education_level,insured_occupation,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,fraud_reported
261,45,1000,0,FEMALE,PhD,prof-specialty,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,16,1,YES,0,1,?,62590,N
137,35,500,0,MALE,JD,prof-specialty,Parked Car,?,Minor Damage,Police,4,1,YES,1,1,NO,6600,N
290,45,500,0,FEMALE,JD,sales,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,2,2,NO,64800,Y
102,28,500,0,MALE,MD,machine-op-inspct,Single Vehicle Collision,Side Collision,Total Loss,Police,6,1,NO,1,0,NO,73400,N
35,29,2000,0,FEMALE,JD,handlers-cleaners,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,22,3,NO,0,0,?,78300,N
404,56,1000,4000000,FEMALE,Masters,transport-moving,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,23,1,NO,2,0,YES,53100,Y
279,45,2000,6000000,FEMALE,MD,other-service,Multi-vehicle Collision,Rear Collision,Major Damage,Other,21,3,?,1,0,?,61050,Y
90,31,2000,0,FEMALE,PhD,other-service,Single Vehicle Collision,Rear Collision,Total Loss,Other,2,1,YES,1,0,YES,75790,N
128,30,1000,0,MALE,MD,machine-op-inspct,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,8,1,NO,0,3,NO,68530,N
189,39,2000,0,FEMALE,College,tech-support,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,7,3,?,2,0,YES,64400,N
330,50,1000,0,FEMALE,High School,sales,Single Vehicle Collision,Side Collision,Total Loss,Fire,19,1,YES,0,0,NO,49060,N
182,38,2000,0,FEMALE,Masters,armed-forces,Single Vehicle Collision,Side Collision,Total Loss,Police,18,1,?,2,3,YES,89650,N
12,24,1000,0,FEMALE,PhD,tech-support,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,13,3,NO,2,1,?,53370,N
385,51,1000,0,FEMALE,MD,craft-repair,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,14,3,?,1,3,?,67600,N
359,47,2000,0,FEMALE,MD,handlers-cleaners,Single Vehicle Collision,Front Collision,Total Loss,Police,13,1,NO,0,3,NO,55500,N
78,31,1000,0,FEMALE,Masters,armed-forces,Multi-vehicle Collision,Side Collision,Minor Damage,Other,1,3,?,2,1,?,52290,N
32,38,500,6000000,FEMALE,College,other-service,Multi-vehicle Collision,Side Collision,Minor Damage,Police,15,3,YES,2,1,YES,70900,N
222,41,2000,0,FEMALE,MD,armed-forces,Single Vehicle Collision,Front Collision,Total Loss,Other,7,1,NO,0,2,NO,61290,Y
436,58,2000,5000000,MALE,PhD,tech-support,Single Vehicle Collision,Rear Collision,Major Damage,Police,10,1,?,0,2,?,59900,Y
242,44,2000,6000000,FEMALE,College,priv-house-serv,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,NO,1,2,YES,66900,Y
89,32,1000,0,FEMALE,High School,craft-repair,Single Vehicle Collision,Front Collision,Total Loss,Other,11,1,?,2,3,YES,84590,N
245,40,1000,0,MALE,PhD,handlers-cleaners,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,12,1,YES,0,2,YES,82170,N
175,34,1000,8000000,FEMALE,PhD,protective-serv,Vehicle Theft,?,Trivial Damage,Police,5,1,?,2,0,YES,7290,N
446,61,1000,0,FEMALE,High School,adm-clerical,Single Vehicle Collision,Rear Collision,Minor Damage,Other,3,1,YES,2,0,YES,70500,N
69,26,2000,0,FEMALE,High School,machine-op-inspct,Single Vehicle Collision,Front Collision,Minor Damage,Fire,14,1,NO,2,2,NO,63120,N
104,32,500,0,MALE,High School,exec-managerial,Multi-vehicle Collision,Rear Collision,Total Loss,Police,23,3,YES,1,3,YES,63570,Y
225,43,1000,0,MALE,JD,priv-house-serv,Multi-vehicle Collision,Rear Collision,Major Damage,Police,16,3,NO,2,0,YES,64400,N
91,31,1000,4000000,FEMALE,High School,priv-house-serv,Single Vehicle Collision,Side Collision,Minor Damage,Police,19,1,?,1,0,NO,60570,N
13,21,1000,0,MALE,Associate,prof-specialty,Multi-vehicle Collision,Side Collision,Total Loss,Police,19,3,YES,2,0,YES,94930,N
292,42,1000,0,MALE,JD,machine-op-inspct,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,YES,1,1,NO,84600,N
232,44,2000,0,MALE,College,other-service,Single Vehicle Collision,Rear Collision,Major Damage,Fire,22,1,?,1,1,YES,55400,Y
33,33,1000,6000000,FEMALE,Associate,handlers-cleaners,Single Vehicle Collision,Rear Collision,Major Damage,Police,16,1,?,2,1,?,81400,N
131,33,2000,0,MALE,MD,sales,Parked Car,?,Minor Damage,Police,3,1,?,0,1,NO,4900,N
136,33,1000,0,FEMALE,PhD,craft-repair,Single Vehicle Collision,Side Collision,Minor Damage,Fire,23,1,YES,0,1,YES,30700,N
87,27,500,0,FEMALE,Masters,transport-moving,Single Vehicle Collision,Side Collision,Minor Damage,Police,2,1,?,2,1,YES,34650,N
232,43,500,8000000,MALE,College,machine-op-inspct,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,17,3,NO,0,1,?,70600,Y
428,53,1000,0,FEMALE,High School,tech-support,Parked Car,?,Trivial Damage,Police,9,1,YES,2,2,NO,6930,N
144,37,2000,0,FEMALE,PhD,handlers-cleaners,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,17,3,YES,1,3,NO,54400,Y
134,32,1000,0,FEMALE,PhD,farming-fishing,Single Vehicle Collision,Side Collision,Total Loss,Other,17,1,?,1,0,?,82720,N
146,36,2000,0,FEMALE,Masters,other-service,Multi-vehicle Collision,Side Collision,Total Loss,Police,16,3,NO,1,1,NO,55900,N
239,40,500,0,FEMALE,JD,sales,Multi-vehicle Collision,Rear Collision,Total Loss,Police,20,3,?,0,0,YES,69740,N
405,58,500,0,MALE,MD,exec-managerial,Single Vehicle Collision,Front Collision,Major Damage,Police,11,1,?,0,0,?,63580,Y
116,31,500,0,FEMALE,MD,prof-specialty,Single Vehicle Collision,Side Collision,Major Damage,Police,23,1,NO,0,0,NO,44200,N
85,30,1000,0,FEMALE,MD,craft-repair,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,9,3,YES,2,1,YES,58960,N
292,45,1000,0,MALE,Masters,craft-repair,Vehicle Theft,?,Trivial Damage,Police,4,1,NO,0,2,?,7370,N
215,38,500,0,FEMALE,PhD,craft-repair,Single Vehicle Collision,Rear Collision,Total Loss,Police,10,1,?,0,1,NO,70700,N
285,44,1000,0,MALE,High School,handlers-cleaners,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,2,YES,2,3,NO,55680,N
350,54,500,0,MALE,College,other-service,Multi-vehicle Collision,Side Collision,Total Loss,Police,15,3,NO,0,0,?,93480,N
431,54,2000,0,FEMALE,MD,craft-repair,Multi-vehicle Collision,Rear Collision,Major Damage,Police,4,3,?,2,0,?,62300,N
285,41,1000,0,FEMALE,PhD,prof-specialty,Single Vehicle Collision,Rear Collision,Major Damage,Fire,23,1,YES,2,3,?,108480,N
210,35,500,0,FEMALE,College,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,Fire,11,3,NO,2,1,?,24570,Y
10,19,1000,0,FEMALE,JD,craft-repair,Single Vehicle Collision,Side Collision,Minor Damage,Police,5,1,?,0,2,?,48950,Y
73,30,500,0,FEMALE,High School,protective-serv,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,?,0,0,YES,57000,N
458,59,1000,0,FEMALE,High School,protective-serv,Single Vehicle Collision,Front Collision,Total Loss,Police,23,1,?,2,2,YES,71800,N
212,35,2000,0,MALE,MD,priv-house-serv,Multi-vehicle Collision,Front Collision,Total Loss,Fire,0,3,?,1,3,?,50380,N
283,48,1000,0,FEMALE,JD,sales,Parked Car,?,Trivial Damage,Police,9,1,?,2,3,NO,6560,N
406,58,2000,0,MALE,MD,exec-managerial,Multi-vehicle Collision,Front Collision,Total Loss,Other,15,3,?,1,2,?,65520,N
285,43,2000,0,FEMALE,College,sales,Vehicle Theft,?,Minor Damage,Police,7,1,?,1,1,?,2520,N
254,41,2000,0,FEMALE,Masters,protective-serv,Single Vehicle Collision,Front Collision,Minor Damage,Police,16,1,NO,2,2,YES,100210,N
289,46,2000,0,MALE,JD,armed-forces,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,18,1,YES,0,1,YES,56430,Y
282,46,2000,0,MALE,MD,other-service,Single Vehicle Collision,Front Collision,Minor Damage,Police,2,1,?,2,2,NO,69400,N
165,35,500,6000000,MALE,College,craft-repair,Single Vehicle Collision,Front Collision,Total Loss,Other,8,1,NO,1,3,YES,69700,N
186,38,2000,0,FEMALE,Masters,transport-moving,Multi-vehicle Collision,Front Collision,Total Loss,Police,23,3,YES,2,2,?,68760,Y
43,43,500,0,FEMALE,Associate,armed-forces,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,16,1,?,2,1,?,79970,Y
76,31,500,5000000,FEMALE,Associate,priv-house-serv,Vehicle Theft,?,Minor Damage,Police,7,1,NO,2,1,NO,8030,N
142,29,2000,0,FEMALE,MD,craft-repair,Single Vehicle Collision,Rear Collision,Major Damage,Police,10,1,YES,1,2,NO,54360,Y
305,49,2000,0,FEMALE,High School,farming-fishing,Multi-vehicle Collision,Front Collision,Total Loss,Fire,21,3,YES,0,2,?,66550,N
161,38,2000,0,MALE,PhD,priv-house-serv,Multi-vehicle Collision,Front Collision,Total Loss,Police,0,3,YES,2,2,YES,60480,N
355,47,2000,4000000,MALE,College,other-service,Multi-vehicle Collision,Front Collision,Major Damage,Fire,19,3,NO,2,1,NO,62800,Y
171,34,2000,0,FEMALE,College,exec-managerial,Single Vehicle Collision,Rear Collision,Major Damage,Police,14,1,NO,1,2,?,69200,Y
269,45,500,0,FEMALE,High School,machine-op-inspct,Multi-vehicle Collision,Side Collision,Total Loss,Police,5,3,?,0,0,NO,24200,N
254,41,500,5000000,FEMALE,PhD,handlers-cleaners,Single Vehicle Collision,Front Collision,Minor Damage,Police,8,1,YES,2,2,NO,63470,N
111,29,500,2000000,FEMALE,PhD,farming-fishing,Single Vehicle Collision,Side Collision,Major Damage,Fire,1,1,?,1,1,YES,52800,Y
105,28,500,0,FEMALE,Associate,prof-specialty,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,12,3,NO,2,2,NO,60500,N
439,56,500,0,MALE,High School,armed-forces,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,9,1,NO,2,0,?,50000,N
188,37,500,0,FEMALE,JD,adm-clerical,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,6,1,?,2,0,YES,45000,N
264,44,500,6000000,MALE,College,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,20,3,NO,0,2,NO,69850,N
126,33,1000,2000000,FEMALE,JD,priv-house-serv,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,21,1,YES,1,2,?,54160,N
99,32,1000,3000000,MALE,JD,craft-repair,Single Vehicle Collision,Front Collision,Total Loss,Fire,17,1,YES,1,1,NO,41130,N
199,37,500,0,MALE,JD,tech-support,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,4,1,?,0,3,NO,60170,Y
135,30,2000,0,FEMALE,MD,farming-fishing,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,18,3,NO,0,1,NO,32670,N
4,29,500,5000000,MALE,High School,tech-support,Vehicle Theft,?,Trivial Damage,Police,4,1,NO,0,2,?,4200,N
10,26,2000,0,MALE,MD,sales,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,?,0,3,?,31350,Y
169,38,1000,0,MALE,PhD,craft-repair,Multi-vehicle Collision,Front Collision,Total Loss,Other,12,3,NO,1,3,YES,79080,N
158,33,1000,3000000,MALE,JD,prof-specialty,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,4,3,NO,0,1,NO,36400,N
86,28,2000,0,MALE,PhD,transport-moving,Single Vehicle Collision,Side Collision,Minor Damage,Police,19,1,YES,0,2,YES,70920,N
137,35,500,0,FEMALE,High School,protective-serv,Vehicle Theft,?,Minor Damage,Police,21,1,NO,0,0,YES,3300,N
194,34,500,0,FEMALE,JD,protective-serv,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,11,3,NO,1,2,YES,57200,N
421,56,500,4000000,MALE,Masters,machine-op-inspct,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,7,1,?,2,3,?,92730,Y
186,37,2000,0,FEMALE,JD,priv-house-serv,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,YES,1,2,YES,55600,N
103,33,1000,6000000,MALE,MD,armed-forces,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,21,1,NO,1,0,YES,76920,N
269,44,500,4000000,FEMALE,JD,other-service,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,15,3,?,0,1,?,98670,Y
222,42,500,0,MALE,Associate,armed-forces,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,YES,0,0,?,51740,N
219,43,1000,0,FEMALE,High School,transport-moving,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,1,1,?,2,2,YES,66660,N
234,44,500,0,MALE,Associate,other-service,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,3,1,NO,1,0,NO,70200,Y
356,54,500,0,MALE,College,prof-specialty,Multi-vehicle Collision,Front Collision,Major Damage,Other,23,3,NO,2,1,?,68750,Y
217,41,2000,0,FEMALE,Associate,machine-op-inspct,Multi-vehicle Collision,Side Collision,Total Loss,Police,15,3,?,1,2,?,37840,N
375,50,1000,0,MALE,Associate,sales,Single Vehicle Collision,Front Collision,Major Damage,Police,16,1,YES,2,3,NO,37280,Y
265,41,2000,6000000,FEMALE,Associate,craft-repair,Multi-vehicle Collision,Side Collision,Total Loss,Police,18,3,?,1,3,?,44200,N
91,30,2000,8000000,FEMALE,Masters,machine-op-inspct,Multi-vehicle Collision,Side Collision,Minor Damage,Other,13,3,YES,2,0,?,84500,N
252,46,2000,0,FEMALE,JD,handlers-cleaners,Multi-vehicle Collision,Front Collision,Total Loss,Other,22,3,NO,0,2,NO,89520,N
126,30,2000,0,MALE,College,sales,Multi-vehicle Collision,Rear Collision,Total Loss,Police,16,3,YES,2,0,NO,74160,N
205,42,2000,4000000,FEMALE,High School,priv-house-serv,Single Vehicle Collision,Rear Collision,Minor Damage,Police,19,1,NO,2,1,NO,86130,N
297,48,1000,0,FEMALE,MD,other-service,Single Vehicle Collision,Side Collision,Minor Damage,Fire,12,1,?,0,0,?,60600,N
283,46,2000,0,FEMALE,PhD,transport-moving,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,?,1,3,NO,77660,Y
16,32,1000,0,MALE,MD,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,0,3,?,0,2,?,59400,Y
101,33,1000,7000000,FEMALE,Masters,other-service,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,20,3,NO,1,3,?,54240,Y
322,44,1000,0,FEMALE,College,machine-op-inspct,Multi-vehicle Collision,Side Collision,Major Damage,Fire,20,3,YES,0,3,?,49400,N
143,32,1000,0,FEMALE,High School,exec-managerial,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,1,1,?,2,0,NO,62260,N
120,30,500,0,FEMALE,Associate,priv-house-serv,Single Vehicle Collision,Front Collision,Minor Damage,Other,20,1,?,1,1,YES,87100,N
196,36,2000,0,MALE,MD,armed-forces,Vehicle Theft,?,Trivial Damage,Police,3,1,?,1,1,NO,5300,Y
187,34,500,0,FEMALE,PhD,machine-op-inspct,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,7,3,?,0,0,?,45100,N
53,36,2000,0,MALE,Associate,handlers-cleaners,Multi-vehicle Collision,Side Collision,Major Damage,Fire,17,3,?,2,0,YES,51100,N
199,41,1000,0,FEMALE,Associate,sales,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,10,1,NO,1,2,NO,30100,N
235,40,500,0,MALE,College,craft-repair,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,11,1,NO,1,2,NO,68300,N
178,38,500,0,FEMALE,College,other-service,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,10,3,NO,0,3,NO,57200,N
108,33,2000,0,FEMALE,JD,armed-forces,Multi-vehicle Collision,Side Collision,Major Damage,Police,6,3,?,0,1,YES,64350,Y
159,33,2000,0,FEMALE,College,craft-repair,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,23,3,YES,2,0,NO,44880,Y
312,47,1000,0,FEMALE,MD,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,NO,2,3,NO,56320,N
261,46,1000,0,MALE,PhD,prof-specialty,Single Vehicle Collision,Rear Collision,Minor Damage,Other,19,1,?,0,3,?,80280,N
236,39,1000,4000000,FEMALE,Masters,exec-managerial,Parked Car,?,Minor Damage,Police,17,1,YES,0,0,?,8700,N
120,28,1000,0,FEMALE,PhD,tech-support,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,9,3,NO,0,3,?,65500,N
334,46,1000,6000000,MALE,MD,sales,Single Vehicle Collision,Rear Collision,Minor Damage,Police,2,1,NO,2,1,NO,57330,N
150,31,1000,0,MALE,Masters,machine-op-inspct,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,6,3,?,0,3,YES,64800,Y
217,39,2000,0,FEMALE,Masters,other-service,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,16,3,NO,0,2,?,64920,N
446,57,2000,0,MALE,College,adm-clerical,Multi-vehicle Collision,Front Collision,Total Loss,Police,10,3,NO,0,0,NO,62800,N
421,57,2000,0,FEMALE,Associate,armed-forces,Multi-vehicle Collision,Front Collision,Minor Damage,Police,22,3,YES,0,0,NO,78500,N
447,61,2000,0,FEMALE,High School,exec-managerial,Multi-vehicle Collision,Front Collision,Major Damage,Fire,21,3,YES,1,2,YES,114920,N
209,38,500,0,FEMALE,MD,other-service,Single Vehicle Collision,Front Collision,Minor Damage,Fire,21,1,?,1,1,?,47300,N
65,26,500,3000000,FEMALE,High School,craft-repair,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,0,1,NO,1,3,?,52200,N
119,32,1000,0,MALE,High School,armed-forces,Single Vehicle Collision,Side Collision,Minor Damage,Other,12,1,NO,0,3,YES,56300,N
215,42,500,0,MALE,JD,transport-moving,Multi-vehicle Collision,Front Collision,Major Damage,Fire,20,3,YES,2,2,YES,68520,Y
152,33,1000,0,FEMALE,JD,armed-forces,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,1,0,NO,63900,N
352,53,500,0,MALE,Associate,tech-support,Single Vehicle Collision,Front Collision,Minor Damage,Fire,23,1,YES,2,2,NO,68750,N
255,46,500,0,FEMALE,JD,prof-specialty,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,2,3,NO,1,0,NO,57860,N
325,47,1000,0,FEMALE,Associate,protective-serv,Single Vehicle Collision,Side Collision,Major Damage,Fire,11,1,YES,0,3,NO,72930,Y
280,45,1000,0,MALE,JD,machine-op-inspct,Multi-vehicle Collision,Front Collision,Minor Damage,Other,0,3,YES,1,2,NO,84720,N
123,28,2000,0,MALE,Masters,transport-moving,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,5,1,?,2,1,YES,79800,Y
111,27,500,5000000,MALE,MD,sales,Multi-vehicle Collision,Side Collision,Major Damage,Police,2,3,NO,1,2,NO,80850,Y
133,30,1000,0,MALE,College,adm-clerical,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,19,3,NO,1,2,?,28440,N
195,38,2000,6000000,MALE,MD,tech-support,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,12,3,YES,1,2,NO,64620,N
266,46,2000,0,MALE,Associate,handlers-cleaners,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,1,3,YES,83490,N
303,46,1000,0,MALE,Masters,machine-op-inspct,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,NO,1,0,NO,54890,N
73,29,1000,0,MALE,College,protective-serv,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,YES,1,0,?,44910,N
335,48,2000,0,FEMALE,MD,machine-op-inspct,Multi-vehicle Collision,Front Collision,Total Loss,Police,21,3,NO,0,0,YES,35860,Y
169,36,500,0,MALE,High School,exec-managerial,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,NO,2,3,?,77440,N
347,51,500,9000000,FEMALE,MD,priv-house-serv,Single Vehicle Collision,Side Collision,Total Loss,Other,15,1,YES,0,2,?,103560,N
167,36,1000,0,FEMALE,Masters,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,22,3,?,0,0,NO,69680,Y
172,33,1000,6000000,FEMALE,High School,adm-clerical,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,NO,0,1,NO,41690,N
147,37,2000,0,FEMALE,Masters,armed-forces,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,11,3,?,0,1,?,56160,Y
409,57,1000,6000000,MALE,High School,protective-serv,Single Vehicle Collision,Side Collision,Major Damage,Other,19,1,NO,1,0,?,73320,N
369,53,2000,0,FEMALE,Masters,priv-house-serv,Multi-vehicle Collision,Front Collision,Total Loss,Police,10,2,YES,1,3,NO,77990,N
356,47,2000,0,MALE,High School,prof-specialty,Single Vehicle Collision,Side Collision,Minor Damage,Other,5,1,YES,0,3,?,61490,N
266,42,500,4000000,MALE,Associate,adm-clerical,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,3,?,1,1,NO,53280,Y
476,61,1000,0,FEMALE,Masters,handlers-cleaners,Single Vehicle Collision,Front Collision,Total Loss,Fire,10,1,?,1,2,YES,49390,N
210,38,500,0,MALE,JD,tech-support,Vehicle Theft,?,Minor Damage,Police,6,1,?,1,2,NO,8640,N
254,45,500,0,MALE,JD,other-service,Multi-vehicle Collision,Rear Collision,Total Loss,Police,19,3,YES,0,0,?,79680,N
64,25,1000,0,MALE,Masters,prof-specialty,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,22,4,NO,0,0,?,75600,N
185,34,500,0,FEMALE,PhD,armed-forces,Multi-vehicle Collision,Side Collision,Major Damage,Fire,20,3,YES,1,1,?,51370,Y
153,37,500,0,MALE,High School,transport-moving,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,5,3,?,0,3,NO,42500,N
344,51,1000,0,FEMALE,Masters,sales,Multi-vehicle Collision,Side Collision,Major Damage,Fire,18,3,?,2,2,YES,75400,Y
164,31,500,0,FEMALE,Associate,other-service,Vehicle Theft,?,Trivial Damage,Police,5,1,YES,1,0,NO,4320,N
250,42,500,0,MALE,High School,exec-managerial,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,?,1,1,?,74800,Y
211,38,1000,0,FEMALE,Masters,transport-moving,Single Vehicle Collision,Front Collision,Total Loss,Fire,12,1,?,0,3,YES,91520,Y
106,31,2000,0,FEMALE,JD,farming-fishing,Multi-vehicle Collision,Rear Collision,Total Loss,Police,20,3,?,0,3,YES,45630,N
360,51,1000,0,MALE,PhD,armed-forces,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,NO,2,0,YES,90480,N
231,43,2000,0,FEMALE,Masters,adm-clerical,Single Vehicle Collision,Rear Collision,Minor Damage,Police,12,1,?,1,2,NO,66950,N
245,41,2000,0,MALE,Masters,exec-managerial,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,4,1,YES,0,1,YES,73500,N
110,27,1000,0,FEMALE,Associate,priv-house-serv,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,3,1,?,0,3,?,57500,N
295,48,1000,0,FEMALE,MD,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,20,2,NO,2,1,YES,86060,N
83,24,1000,0,FEMALE,High School,machine-op-inspct,Multi-vehicle Collision,Front Collision,Total Loss,Fire,0,3,?,0,1,NO,61600,N
223,43,500,0,FEMALE,Masters,tech-support,Single Vehicle Collision,Rear Collision,Minor Damage,Police,14,1,NO,2,1,NO,54400,N
195,36,2000,0,FEMALE,Associate,machine-op-inspct,Multi-vehicle Collision,Front Collision,Total Loss,Fire,14,3,YES,2,3,YES,68970,N
271,42,500,0,FEMALE,Associate,prof-specialty,Multi-vehicle Collision,Side Collision,Major Damage,Other,12,2,?,2,3,?,68310,Y
31,32,2000,4000000,FEMALE,JD,other-service,Single Vehicle Collision,Side Collision,Major Damage,Fire,10,1,?,2,0,?,63600,Y
252,46,1000,0,MALE,Masters,adm-clerical,Single Vehicle Collision,Front Collision,Minor Damage,Fire,17,1,YES,0,2,YES,74900,N
350,50,500,0,FEMALE,Masters,priv-house-serv,Multi-vehicle Collision,Rear Collision,Total Loss,Police,14,3,NO,0,2,NO,44190,N
160,36,1000,0,FEMALE,High School,prof-specialty,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,5,3,NO,2,1,NO,51700,N
114,30,1000,0,MALE,High School,farming-fishing,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,1,3,NO,1,2,?,77110,N
255,41,2000,4000000,MALE,High School,priv-house-serv,Single Vehicle Collision,Side Collision,Minor Damage,Fire,22,1,NO,2,0,?,69300,N
130,30,2000,0,MALE,PhD,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,Other,16,3,NO,2,3,?,48950,N
131,29,1000,0,FEMALE,Associate,sales,Single Vehicle Collision,Front Collision,Major Damage,Fire,5,1,?,1,3,NO,76400,N
134,29,2000,5000000,FEMALE,PhD,sales,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,7,3,NO,2,3,NO,34650,N
101,32,500,0,MALE,JD,sales,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,4,1,?,0,3,YES,43600,N
206,36,500,4000000,FEMALE,MD,other-service,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,11,1,NO,2,1,NO,76560,Y
230,42,1000,0,FEMALE,MD,adm-clerical,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,13,3,NO,1,2,YES,58850,N
380,56,1000,0,MALE,MD,farming-fishing,Single Vehicle Collision,Side Collision,Total Loss,Police,10,1,?,0,1,YES,58160,Y
75,27,1000,0,MALE,High School,handlers-cleaners,Multi-vehicle Collision,Front Collision,Minor Damage,Police,23,3,NO,0,2,YES,79560,N
245,39,500,8000000,FEMALE,Associate,adm-clerical,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,7,3,?,0,1,?,72820,N
80,27,500,0,MALE,JD,farming-fishing,Multi-vehicle Collision,Rear Collision,Major Damage,Police,16,3,YES,1,3,?,40810,Y
440,55,500,0,FEMALE,Associate,priv-house-serv,Multi-vehicle Collision,Side Collision,Minor Damage,Police,18,3,YES,2,1,NO,61400,N
174,33,2000,0,FEMALE,College,farming-fishing,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,14,3,YES,0,1,YES,44200,N
154,37,1000,0,FEMALE,MD,farming-fishing,Single Vehicle Collision,Rear Collision,Minor Damage,Other,2,1,?,0,3,NO,79530,N
61,23,500,0,MALE,JD,exec-managerial,Single Vehicle Collision,Side Collision,Major Damage,Fire,6,1,?,1,2,?,41850,N
79,25,500,0,FEMALE,Associate,priv-house-serv,Single Vehicle Collision,Front Collision,Total Loss,Fire,0,1,NO,2,1,?,67800,N
271,44,500,0,FEMALE,High School,tech-support,Single Vehicle Collision,Rear Collision,Minor Damage,Other,16,1,NO,2,2,NO,76230,Y
6,27,500,0,FEMALE,High School,prof-specialty,Vehicle Theft,?,Trivial Damage,Police,7,1,?,0,1,YES,3190,N
